0.00	0.04	-0.02
0.02	0.04	0.09
0.04	0.09	0.12
0.06	0.15	-0.13
0.08	0.21	0.14
0.10	0.20	0.20
0.12	0.27	-0.15
0.14	0.05	0.34
0.16	0.15	-0.35
0.18	-0.41	0.04
0.20	0.22	0.38
0.22	0.35	-0.31
0.24	-0.17	0.47
0.26	0.45	-0.14
0.28	-0.11	-0.49
0.30	-0.47	0.02
0.32	0.29	0.44
0.34	0.45	0.21
0.36	-0.44	-0.28
0.38	0.35	0.35
0.40	-0.16	-0.50
